fighter1,fighter2,event,fight_outcome,origin_fight_url,fighter1_Weight,fighter1_Reach,fighter1_Stance,fighter1_SLpM,fighter1_StrAcc,fighter1_SApM,fighter1_StrDef,fighter1_TDAvg,fighter1_TDAcc,fighter1_TDDef,fighter1_SubAvg,fighter2_Weight,fighter2_Reach,fighter2_Stance,fighter2_SLpM,fighter2_StrAcc,fighter2_SApM,fighter2_StrDef,fighter2_TDAvg,fighter2_TDAcc,fighter2_TDDef,fighter2_SubAvg,fighter1_Wins,fighter1_Losses,fighter1_Draws,fighter2_Wins,fighter2_Losses,fighter2_Draws,fighter1_Height_in,fighter2_Height_in,fighter1_Age,fighter2_Age
Nicolae Negumereanu,Ihor Potieria,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/1ed550f094ca7745,205.0,78,Orthodox,3.58,41,5.56,39,1.02,28,62,0.0,185.0,75,Southpaw,4.44,50,4.96,50,0.73,18,66,0.0,13,2,0,20,8,0,72.0,75.0,30.0,28.0
Orion Cosce,Blood Diamond,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/66f7bb31d24b3b36,170.0,71,Switch,2.77,53,4.02,44,1.92,40,61,0.0,170.0,76,Switch,3.12,55,2.17,48,0.0,0,73,0.0,8,2,0,3,3,0,71.0,71.0,30.0,36.0
Joselyne Edwards,Ji Yeon Kim,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/0366e183296fea07,135.0,70,Orthodox,4.48,52,3.19,49,1.23,39,61,0.6,125.0,72,Orthodox,5.37,36,5.41,56,0.0,0,50,0.1,14,6,0,9,7,2,68.0,67.0,29.0,35.0
Stephanie Egger,Ailin Perez,UFC Fight Night: Gane vs. Tuivasa,fighter1,http://ufcstats.com/fight-details/ce62a50e97d497f9,135.0,68,Orthodox,2.2,46,2.48,52,2.48,42,50,0.6,135.0,66,Switch,3.1,54,1.79,55,4.68,46,66,0.2,8,5,0,12,2,0,66.0,65.0,36.0,30.0
Nikolas Motta,Cameron VanCamp,UFC Fight Night: Sandhagen vs. Song,fighter1,http://ufcstats.com/fight-details/8a044e5400b4318f,155.0,70,Orthodox,3.64,37,4.5,56,0.0,0,82,0.0,155.0,74,Switch,5.31,47,6.41,40,0.0,0,0,0.0,15,5,0,15,7,1,69.0,74.0,32.0,31.0
Khalid Taha,Cristian Quinonez,UFC Fight Night: Gane vs. Tuivasa,fighter2,http://ufcstats.com/fight-details/ca7fd237c16cec84,135.0,69,Orthodox,2.64,32,4.12,46,0.0,0,61,0.2,135.0,70,Orthodox,4.19,40,4.55,55,1.37,37,84,0.0,13,5,0,18,5,0,65.0,68.0,33.0,28.0
Tony Gravely,Javid Basharat,UFC Fight Night: Sandhagen vs. Song,fighter2,http://ufcstats.com/fight-details/be73f75b52b06f14,135.0,69,Orthodox,3.82,48,4.47,44,5.4,41,52,0.3,135.0,69,Orthodox,5.41,53,2.96,61,1.62,40,83,0.2,23,9,0,14,2,0,65.0,69.0,33.0,29.0
Mariya Agapova,Gillian Robertson,UFC Fight Night: Sandhagen vs. Song,fighter2,http://ufcstats.com/fight-details/d9f5d05b07bae09e,125.0,68,Southpaw,4.43,54,3.62,52,0.55,66,45,0.8,115.0,63,Orthodox,2.89,48,2.95,56,2.68,39,41,1.0,10,5,0,15,8,0,66.0,65.0,27.0,29.0
Anthony Hernandez,Marc-Andre Barriault,UFC Fight Night: Sandhagen vs. Song,fighter1,http://ufcstats.com/fight-details/ce5ebaf8caf8c4a7,185.0,75,Orthodox,4.5,63,2.61,46,6.27,45,66,1.9,185.0,74,Orthodox,5.98,47,5.58,52,0.21,25,67,0.1,14,2,0,16,9,0,72.0,73.0,31.0,35.0
Trey Ogden,Daniel Zellhuber,UFC Fight Night: Sandhagen vs. Song,fighter1,http://ufcstats.com/fight-details/35d06627d91b840d,155.0,72,Orthodox,3.2,50,3.49,55,1.89,32,100,0.7,155.0,77,Switch,6.26,40,6.02,55,0.18,25,94,0.2,18,7,0,15,2,0,71.0,73.0,35.0,25.0
Damon Jackson,Pat Sabatini,UFC Fight Night: Sandhagen vs. Song,fighter1,http://ufcstats.com/fight-details/f521ecde1e96a1bd,155.0,71,Switch,2.96,42,3.47,49,2.3,32,37,1.2,145.0,70,Orthodox,1.94,59,1.47,48,3.97,44,50,2.0,23,8,1,19,5,0,71.0,68.0,36.0,34.0
Tanner Boser,Rodrigo Nascimento,UFC Fight Night: Sandhagen vs. Song,fighter2,http://ufcstats.com/fight-details/3cbd3565dd631cc4,205.0,75,Orthodox,4.7,52,2.75,58,0.0,0,63,0.0,246.0,80,Orthodox,3.71,47,4.34,44,1.02,37,60,0.5,21,10,1,11,3,0,74.0,74.0,33.0,32.0
Denise Gomes,Loma Lookboonmee,UFC Fight Night: Sandhagen vs. Song,fighter2,http://ufcstats.com/fight-details/ec0740be19b2ef90,115.0,63,Orthodox,4.55,50,3.11,51,0.72,25,67,0.9,115.0,61,Orthodox,4.1,57,2.48,53,1.9,50,72,0.1,10,3,0,9,3,0,62.0,61.0,25.0,29.0
Joe Pyfer,Alen Amedovski,UFC Fight Night: Sandhagen vs. Song,fighter1,http://ufcstats.com/fight-details/160c17b8fcb0e2a1,185.0,75,Orthodox,3.72,41,3.48,51,1.45,41,50,0.9,185.0,74,Orthodox,0.99,30,3.85,46,0.0,0,0,0.0,13,3,0,8,4,0,74.0,70.0,28.0,36.0
Andre Fili,Bill Algeo,UFC Fight Night: Sandhagen vs. Song,fighter1,http://ufcstats.com/fight-details/adb78db5ba8ccc0f,145.0,74,Orthodox,3.84,37,4.15,51,2.17,44,70,0.2,145.0,73,Switch,5.88,51,4.38,47,1.03,50,55,0.1,24,12,0,18,9,0,71.0,72.0,34.0,35.0
Cory Sandhagen,Song Yadong,UFC Fight Night: Sandhagen vs. Song,fighter1,http://ufcstats.com/fight-details/df370b97ea49e6b4,135.0,70,Switch,5.02,44,3.46,56,1.19,32,63,0.3,135.0,67,Orthodox,4.58,43,4.0,55,0.61,38,73,0.1,17,5,0,22,7,1,71.0,68.0,32.0,27.0
Trevin Giles,Louis Cosce,UFC Fight Night: Sandhagen vs. Song,fighter1,http://ufcstats.com/fight-details/46b9acec12a35d37,170.0,74,Orthodox,3.17,54,2.39,58,1.07,50,72,0.3,170.0,71,Orthodox,4.31,45,5.35,47,1.04,20,50,0.5,16,7,0,7,2,0,72.0,69.0,32.0,29.0
Chidi Njokuani,Gregory Rodrigues,UFC Fight Night: Sandhagen vs. Song,fighter2,http://ufcstats.com/fight-details/bd06f1c2d7e6c4a0,170.0,80,Orthodox,4.59,63,2.67,56,0.0,0,74,0.2,185.0,75,Orthodox,5.6,53,4.95,51,2.31,38,88,0.3,24,10,0,16,6,0,75.0,75.0,36.0,33.0
Darian Weeks,Yohan Lainesse,UFC 279: Diaz vs. Ferguson,fighter2,http://ufcstats.com/fight-details/86d57e8ef2191316,170.0,72,Orthodox,4.49,51,4.56,51,2.0,30,100,0.0,170.0,76,Orthodox,2.22,41,3.38,58,0.94,28,72,0.5,5,3,0,9,3,0,71.0,73.0,31.0,32.0
Melissa Martinez,Elise Reed,UFC 279: Diaz vs. Ferguson,fighter2,http://ufcstats.com/fight-details/a5cf273faa3982b7,115.0,66,Southpaw,3.9,52,4.33,55,0.5,50,25,0.0,115.0,63,Orthodox,3.5,53,3.15,53,0.49,60,56,0.0,8,1,0,8,4,0,62.0,63.0,27.0,32.0
Denis Tiuliulin,Jamie Pickett,UFC 279: Diaz vs. Ferguson,fighter1,http://ufcstats.com/fight-details/77acb96700e89c92,185.0,77,Orthodox,3.61,41,5.23,38,0.96,42,72,0.0,185.0,80,Orthodox,2.65,47,3.62,50,1.26,40,67,0.1,10,10,0,13,11,0,73.0,74.0,36.0,36.0
Jake Collier,Chris Barnett,UFC 279: Diaz vs. Ferguson,fighter2,http://ufcstats.com/fight-details/bf334cb4e63f3430,230.0,78,Orthodox,5.8,44,5.08,50,0.71,33,67,0.6,265.0,75,Orthodox,4.21,47,6.53,39,0.0,0,33,0.0,13,10,0,23,9,0,75.0,69.0,36.0,38.0
Chad Anheliger,Alatengheili,UFC 279: Diaz vs. Ferguson,fighter2,http://ufcstats.com/fight-details/6010f681e54ba2cd,135.0,64,Orthodox,3.11,46,2.76,53,0.68,30,38,0.5,135.0,66,Orthodox,2.64,32,4.67,57,1.99,45,75,0.0,13,8,0,17,9,2,66.0,65.0,38.0,33.0
Jailton Almeida,Anton Turkalj,UFC 279: Diaz vs. Ferguson,fighter1,http://ufcstats.com/fight-details/301f230c90c4bd7d,205.0,79,Orthodox,2.62,65,0.89,41,6.58,60,60,2.4,205.0,78,Orthodox,2.45,42,3.42,54,4.98,41,16,0.0,22,3,0,8,4,0,75.0,76.0,33.0,28.0
Norma Dumont,Danyelle Wolf,UFC 279: Diaz vs. Ferguson,fighter1,http://ufcstats.com/fight-details/db3e26d02d790c97,135.0,67,Orthodox,3.86,50,2.16,65,1.72,56,72,0.0,145.0,70,Orthodox,2.37,25,4.57,47,0.0,0,77,0.5,12,2,0,1,1,0,67.0,71.0,34.0,41.0
Hakeem Dawodu,Julian Erosa,UFC 279: Diaz vs. Ferguson,fighter2,http://ufcstats.com/fight-details/0e6d624086f7952e,145.0,73,Orthodox,5.45,50,3.37,56,0.0,0,65,0.0,145.0,74,Southpaw,6.18,48,6.31,48,1.69,48,58,0.8,13,4,1,30,12,0,68.0,73.0,33.0,35.0
Irene Aldana,Macy Chiasson,UFC 279: Diaz vs. Ferguson,fighter1,http://ufcstats.com/fight-details/989b8d362742f40b,135.0,68,Orthodox,5.19,39,6.64,56,0.15,50,77,0.2,135.0,72,Orthodox,3.77,46,2.79,44,2.37,38,70,0.4,15,8,0,11,3,0,69.0,71.0,37.0,33.0
Johnny Walker,Ion Cutelaba,UFC 279: Diaz vs. Ferguson,fighter1,http://ufcstats.com/fight-details/d869eaea38426f06,205.0,82,Orthodox,3.87,53,3.12,44,0.45,100,57,0.9,205.0,75,Southpaw,4.3,43,3.38,46,4.17,52,75,0.1,21,9,0,19,10,1,78.0,73.0,32.0,31.0
Li Jingliang,Daniel Rodriguez,UFC 279: Diaz vs. Ferguson,fighter2,http://ufcstats.com/fight-details/d3e23d7d207d3ccf,170.0,71,Orthodox,4.46,42,3.95,56,1.19,41,60,0.0,170.0,74,Southpaw,7.5,49,5.47,58,0.59,54,57,0.1,19,9,0,18,5,0,72.0,73.0,37.0,38.0
Khamzat Chimaev,Kevin Holland,UFC 279: Diaz vs. Ferguson,fighter1,http://ufcstats.com/fight-details/0111e6a64b5184c6,185.0,75,Orthodox,5.36,58,3.25,41,4.31,46,100,2.8,170.0,81,Orthodox,4.22,49,3.22,50,0.82,38,53,0.6,14,0,0,26,13,0,74.0,75.0,30.0,32.0
Benoit Saint Denis,Gabriel Miranda,UFC Fight Night: Gane vs. Tuivasa,fighter1,http://ufcstats.com/fight-details/3e2f00991f511607,155.0,73,Southpaw,5.17,53,4.98,41,3.97,37,68,1.2,145.0,71,Orthodox,2.82,40,5.3,37,3.85,33,0,1.3,13,3,0,17,7,0,71.0,71.0,29.0,35.0
Fares Ziam,Michal Figlak,UFC Fight Night: Gane vs. Tuivasa,fighter1,http://ufcstats.com/fight-details/fd47032108b85cf0,155.0,75,Orthodox,2.85,51,1.62,64,1.62,40,70,0.2,155.0,70,Orthodox,4.0,39,4.93,52,0.5,12,57,0.0,17,4,0,8,2,0,73.0,70.0,28.0,28.0
Nate Diaz,Tony Ferguson,UFC 279: Diaz vs. Ferguson,fighter1,http://ufcstats.com/fight-details/7e8fd03e070d0c25,170.0,76,Southpaw,4.57,45,3.77,52,1.05,30,41,1.3,170.0,76,Orthodox,4.91,45,4.37,55,0.39,35,66,0.9,22,13,0,26,11,0,72.0,71.0,39.0,41.0
Abus Magomedov,Dustin Stoltzfus,UFC Fight Night: Gane vs. Tuivasa,fighter1,http://ufcstats.com/fight-details/cf9035f2fc2e232f,185.0,78,Orthodox,2.65,44,3.35,55,3.12,64,100,0.3,185.0,75,Orthodox,3.47,44,3.29,46,2.31,41,46,1.1,27,6,1,16,6,0,74.0,72.0,34.0,33.0
John Makdessi,Nasrat Haqparast,UFC Fight Night: Gane vs. Tuivasa,fighter2,http://ufcstats.com/fight-details/7bced112f3229b1b,155.0,68,Orthodox,5.52,49,4.15,68,0.0,0,86,0.0,155.0,72,Southpaw,6.15,44,5.65,62,0.28,20,84,0.0,18,9,0,17,5,0,68.0,70.0,39.0,29.0
Alessio Di Chirico,Roman Kopylov,UFC Fight Night: Gane vs. Tuivasa,fighter2,http://ufcstats.com/fight-details/1a191251620a84ca,185.0,74,Orthodox,3.32,39,3.44,61,1.46,39,83,0.0,185.0,75,Southpaw,4.96,50,4.86,55,1.17,42,87,0.0,13,7,0,14,3,0,72.0,72.0,35.0,33.0
Robert Whittaker,Marvin Vettori,UFC Fight Night: Gane vs. Tuivasa,fighter1,http://ufcstats.com/fight-details/b8ca1acdf3dc2f58,185.0,73,Orthodox,4.54,43,3.41,59,0.8,38,81,0.0,185.0,74,Southpaw,4.56,45,4.24,56,1.66,45,69,0.5,27,8,0,19,7,1,72.0,72.0,34.0,31.0
Charles Jourdain,Nathaniel Wood,UFC Fight Night: Gane vs. Tuivasa,fighter2,http://ufcstats.com/fight-details/acc9a109b00a99e1,135.0,69,Switch,5.43,48,4.27,56,0.34,21,47,0.6,145.0,69,Orthodox,5.75,51,4.0,56,1.56,48,72,0.5,16,8,1,20,6,0,69.0,66.0,29.0,31.0
William Gomis,Jarno Errens,UFC Fight Night: Gane vs. Tuivasa,fighter1,http://ufcstats.com/fight-details/398db40015b3c81c,145.0,73,Southpaw,2.69,50,1.6,71,0.78,37,70,0.5,145.0,73,Orthodox,3.29,44,3.29,61,0.0,0,33,0.3,14,2,0,14,6,1,72.0,71.0,27.0,30.0
Ciryl Gane,Tai Tuivasa,UFC Fight Night: Gane vs. Tuivasa,fighter1,http://ufcstats.com/fight-details/810c9da07970c4a6,245.0,81,Orthodox,5.26,61,2.23,61,0.7,25,43,0.6,264.0,75,Southpaw,3.77,46,5.18,44,0.0,0,57,0.0,13,2,0,15,8,0,76.0,74.0,34.0,32.0
Jason Witt,Josh Quinlan,UFC Fight Night: Vera vs. Cruz,fighter2,http://ufcstats.com/fight-details/7f9a331bc3100afd,170.0,70,Orthodox,2.15,44,2.54,52,6.9,48,100,0.9,170.0,72,Orthodox,3.57,42,6.38,53,0.34,11,71,0.0,19,9,0,6,3,0,70.0,72.0,38.0,32.0
Nassourdine Imavov,Joaquin Buckley,UFC Fight Night: Gane vs. Tuivasa,fighter1,http://ufcstats.com/fight-details/20f316f96c9e4458,185.0,75,Orthodox,4.45,55,3.26,58,0.85,32,78,1.1,170.0,76,Southpaw,4.22,37,3.13,59,1.78,45,73,0.1,16,4,0,21,6,0,75.0,70.0,30.0,30.0
Cynthia Calvillo,Nina Nunes,UFC Fight Night: Vera vs. Cruz,fighter2,http://ufcstats.com/fight-details/8986373b4a6e90b6,115.0,64,Orthodox,4.41,38,4.12,64,1.8,44,77,0.8,125.0,64,Orthodox,4.39,45,3.47,55,0.24,33,73,0.5,9,6,1,11,7,0,64.0,65.0,37.0,39.0
Bruno Silva,Gerald Meerschaert,UFC Fight Night: Vera vs. Cruz,fighter2,http://ufcstats.com/fight-details/38b6ef176439c39b,125.0,65,Orthodox,3.54,49,4.08,52,1.92,25,60,0.2,185.0,77,Southpaw,3.1,45,3.45,53,2.01,35,42,1.5,14,6,2,37,18,0,64.0,73.0,35.0,37.0
Ode Osbourne,Tyson Nam,UFC Fight Night: Vera vs. Cruz,fighter2,http://ufcstats.com/fight-details/0823f97be9c3a62e,125.0,73,Southpaw,3.26,40,4.01,45,1.21,28,63,0.6,125.0,68,Orthodox,3.87,33,4.97,65,0.0,0,87,0.0,12,8,0,21,14,1,67.0,67.0,33.0,41.0
Martin Buday,Lukasz Brzeski,UFC Fight Night: Vera vs. Cruz,fighter1,http://ufcstats.com/fight-details/b96c8fef6c9f92db,265.0,77,Orthodox,4.84,53,5.54,52,0.21,25,100,0.2,236.0,78,Orthodox,5.02,50,3.68,54,0.43,33,36,0.4,14,2,0,9,6,1,76.0,76.0,33.0,32.0
Angela Hill,Loopy Godinez,UFC Fight Night: Vera vs. Cruz,fighter1,http://ufcstats.com/fight-details/5f31f3e32669f5b9,115.0,64,Orthodox,5.47,50,4.92,61,0.81,32,75,0.1,115.0,61,Orthodox,4.16,48,3.69,63,2.95,47,81,1.0,18,14,0,12,5,0,63.0,62.0,40.0,31.0
Gabriel Benitez,Charlie Ontiveros,UFC Fight Night: Vera vs. Cruz,fighter1,http://ufcstats.com/fight-details/f858f91453555291,155.0,71,Southpaw,5.26,41,4.49,63,0.22,50,55,0.9,155.0,74,Switch,1.89,41,5.86,31,0.0,0,30,0.0,23,13,0,11,9,0,68.0,74.0,36.0,33.0
Yazmin Jauregui,Iasmin Lucindo,UFC Fight Night: Vera vs. Cruz,fighter1,http://ufcstats.com/fight-details/833d67f423315d18,115.0,64,Orthodox,6.64,39,5.25,54,0.0,0,100,0.0,115.0,66,Orthodox,3.52,45,2.91,66,2.4,57,66,0.2,11,2,0,17,5,0,63.0,63.0,26.0,23.0
Priscila Cachoeira,Ariane da Silva,UFC Fight Night: Vera vs. Cruz,fighter1,http://ufcstats.com/fight-details/abd50fad1e7b030b,135.0,65,Orthodox,3.76,44,7.03,43,0.15,33,65,0.0,125.0,67,Orthodox,4.04,41,3.87,53,0.52,55,68,0.3,12,6,0,17,10,0,67.0,66.0,36.0,31.0
Nate Landwehr,David Onama,UFC Fight Night: Vera vs. Cruz,fighter1,http://ufcstats.com/fight-details/efd7efba85092c6f,145.0,72,Orthodox,5.59,46,5.77,52,0.85,41,74,0.8,145.0,74,Orthodox,5.6,50,5.07,52,0.73,20,52,0.6,18,6,0,13,2,0,69.0,71.0,36.0,30.0
Marlon Vera,Dominick Cruz,UFC Fight Night: Vera vs. Cruz,fighter1,http://ufcstats.com/fight-details/11cc331fa40ede63,135.0,70,Switch,4.27,49,5.37,50,0.51,39,72,0.8,135.0,68,Orthodox,3.91,33,2.61,70,2.82,42,83,0.1,23,10,1,24,4,0,68.0,68.0,32.0,40.0
Devin Clark,Azamat Murzakanov,UFC Fight Night: Vera vs. Cruz,fighter2,http://ufcstats.com/fight-details/d19e010f071a4b45,205.0,75,Orthodox,3.03,54,3.24,44,2.17,32,58,0.1,205.0,71,Southpaw,4.72,56,2.9,61,0.62,15,83,0.0,14,9,0,14,0,0,72.0,70.0,34.0,35.0
Aoriqileng,Jay Perrin,UFC 278: Usman vs. Edwards,fighter1,http://ufcstats.com/fight-details/d497d74a0df9e35e,135.0,69,Orthodox,4.65,49,5.46,48,1.2,46,58,0.0,135.0,67,Switch,3.71,46,3.9,44,2.83,52,58,0.0,25,12,0,10,7,0,67.0,67.0,31.0,31.0
Daniel Lacerda,Victor Altamirano,UFC 278: Usman vs. Edwards,fighter2,http://ufcstats.com/fight-details/06d6cde7479711ee,125.0,70,Switch,3.95,45,8.28,34,2.32,50,0,1.2,125.0,70,Switch,4.58,53,3.82,53,2.88,38,63,0.0,11,6,0,12,5,0,66.0,68.0,28.0,34.0
Amir Albazi,Francisco Figueiredo,UFC 278: Usman vs. Edwards,fighter1,http://ufcstats.com/fight-details/6b9f82291930bfec,125.0,68,Orthodox,2.72,34,3.71,61,1.39,32,50,0.5,125.0,68,Southpaw,2.04,61,2.59,61,2.51,75,76,0.4,17,2,0,13,5,1,65.0,66.0,31.0,35.0
AJ Fletcher,Ange Loosa,UFC 278: Usman vs. Edwards,fighter2,http://ufcstats.com/fight-details/4dac5258f22be059,170.0,67,Switch,3.36,49,4.61,46,1.54,35,33,0.9,170.0,74,Orthodox,5.6,44,6.68,53,2.41,38,83,0.2,10,3,0,10,4,0,70.0,70.0,28.0,32.0
Leonardo Santos,Jared Gordon,UFC 278: Usman vs. Edwards,fighter2,http://ufcstats.com/fight-details/0cf7a4593fd44e59,155.0,75,Orthodox,2.82,46,3.4,54,0.88,25,86,0.2,155.0,68,Orthodox,5.75,55,3.97,56,1.78,31,62,0.0,18,7,1,20,7,0,72.0,69.0,45.0,36.0
Marcin Tybura,Alexandr Romanov,UFC 278: Usman vs. Edwards,fighter1,http://ufcstats.com/fight-details/e0b98f3cf4a7cc3b,249.0,78,Orthodox,3.57,49,3.26,55,1.42,33,77,0.1,262.0,75,Southpaw,3.78,51,2.13,54,4.49,55,28,0.9,26,9,0,18,3,0,75.0,74.0,39.0,34.0
Tyson Pedro,Harry Hunsucker,UFC 278: Usman vs. Edwards,fighter1,http://ufcstats.com/fight-details/5abcf9f282983acc,205.0,79,Orthodox,2.9,59,2.39,56,0.76,30,50,0.8,205.0,75,Orthodox,3.54,52,6.53,42,0.0,0,0,2.0,10,5,0,7,6,0,75.0,74.0,33.0,36.0
Jose Aldo,Merab Dvalishvili,UFC 278: Usman vs. Edwards,fighter2,http://ufcstats.com/fight-details/2ac3ce1f62b3c4b9,135.0,70,Orthodox,3.62,46,3.72,60,0.49,53,92,0.1,135.0,68,Orthodox,4.36,42,2.51,56,5.89,35,82,0.3,32,9,0,19,4,0,67.0,66.0,38.0,34.0
Wu Yanan,Lucie Pudilova,UFC 278: Usman vs. Edwards,fighter2,http://ufcstats.com/fight-details/2cd9e3796be57a79,135.0,66,Orthodox,4.23,41,4.95,49,0.62,30,63,0.2,125.0,67,Orthodox,3.6,37,4.07,50,0.7,31,67,0.6,13,6,0,14,10,0,68.0,68.0,28.0,30.0
Michael Morales,Adam Fugitt,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/e492dc60d8e44866,170.0,79,Orthodox,5.42,48,3.42,52,1.16,41,92,0.0,170.0,77,Southpaw,4.72,45,4.48,51,2.04,29,50,0.0,17,0,0,10,4,0,72.0,73.0,25.0,36.0
Paulo Costa,Luke Rockhold,UFC 278: Usman vs. Edwards,fighter1,http://ufcstats.com/fight-details/2de6652160cc7b9f,185.0,72,Orthodox,6.22,58,6.56,49,0.36,75,80,0.0,185.0,77,Southpaw,4.1,49,2.68,53,0.7,29,65,1.0,14,4,0,16,6,0,73.0,75.0,33.0,40.0
Kamaru Usman,Leon Edwards,UFC 278: Usman vs. Edwards,fighter2,http://ufcstats.com/fight-details/f70c817388602681,170.0,76,Switch,4.36,52,2.74,54,2.82,45,89,0.1,170.0,74,Southpaw,2.68,53,2.37,53,1.25,36,65,0.4,20,4,0,22,4,0,72.0,74.0,37.0,33.0
Drakkar Klose,Rafa Garcia,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/189b9af881b96de6,155.0,70,Orthodox,4.33,55,3.54,50,1.65,27,69,0.0,155.0,70,Orthodox,3.97,42,4.36,61,3.38,44,75,0.3,15,3,1,16,4,0,69.0,67.0,37.0,30.0
Derrick Lewis,Sergei Pavlovich,UFC 277: Pena vs. Nunes 2,fighter2,http://ufcstats.com/fight-details/52f87252af59e23b,260.0,79,Orthodox,2.48,50,2.48,40,0.57,26,52,0.0,257.0,84,Southpaw,4.54,43,3.81,54,0.63,40,75,0.0,28,12,0,19,3,0,75.0,75.0,40.0,32.0
Drew Dober,Rafael Alves,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/81a18de517a3336a,155.0,70,Southpaw,4.39,40,4.25,51,0.67,17,56,0.1,155.0,68,Orthodox,1.85,48,3.3,58,0.29,25,44,1.5,27,14,0,20,12,0,68.0,68.0,36.0,34.0
Alex Morono,Matthew Semelsberger,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/579b5770129b328a,170.0,72,Orthodox,4.96,40,4.56,57,0.34,25,47,0.3,170.0,75,Switch,3.77,42,4.24,54,1.01,57,45,0.4,24,11,0,11,8,0,71.0,73.0,34.0,32.0
Magomed Ankalaev,Anthony Smith,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/058c2724dec1add1,205.0,75,Orthodox,3.64,52,2.37,58,0.92,31,86,0.0,205.0,76,Orthodox,3.2,49,4.88,45,0.44,23,50,0.6,20,1,1,38,21,0,75.0,76.0,32.0,36.0
Alexandre Pantoja,Alex Perez,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/96b62bd56b252bab,125.0,67,Orthodox,4.41,50,3.92,50,2.74,47,68,0.9,125.0,65,Orthodox,4.19,46,3.2,58,2.04,46,77,0.8,29,5,0,25,9,0,65.0,66.0,34.0,33.0
Brandon Moreno,Kai Kara-France,UFC 277: Pena vs. Nunes 2,fighter1,http://ufcstats.com/fight-details/5a1ce88ec1f75160,125.0,70,Orthodox,3.99,43,3.53,60,1.59,46,64,0.4,125.0,69,Orthodox,4.56,39,3.22,65,0.61,33,88,0.0,22,8,2,25,11,0,67.0,64.0,31.0,31.0
Mayra Bueno Silva,Stephanie Egger,UFC Fight Night: Santos vs. Hill,fighter1,http://ufcstats.com/fight-details/a274ed04c36d40d4,125.0,66,Orthodox,3.83,58,4.85,51,0.57,29,63,1.5,135.0,68,Orthodox,2.2,46,2.48,52,2.48,42,50,0.6,10,5,1,8,5,0,66.0,66.0,33.0,36.0
Cory McKenna,Miranda Granger,UFC Fight Night: Santos vs. Hill,fighter1,http://ufcstats.com/fight-details/b5274277ef6707c9,115.0,58,Orthodox,2.94,38,3.68,46,2.0,47,75,0.4,115.0,68,Orthodox,2.79,47,2.57,57,0.0,0,33,0.0,8,4,0,7,3,0,63.0,67.0,25.0,32.0
Sam Alvey,Michal Oleksiejczuk,UFC Fight Night: Santos vs. Hill,fighter2,http://ufcstats.com/fight-details/eda397c27787afa4,185.0,75,Southpaw,3.28,44,3.63,52,0.06,14,82,0.1,185.0,74,Southpaw,5.08,50,4.61,58,1.08,43,48,0.0,33,18,1,19,9,0,74.0,72.0,38.0,30.0
Julianna Pena,Amanda Nunes,UFC 277: Pena vs. Nunes 2,fighter2,http://ufcstats.com/fight-details/72c3e5eacde4f0e5,135.0,69,Orthodox,3.25,44,2.53,57,1.81,56,23,0.8,135.0,69,Orthodox,4.55,51,2.62,57,2.73,54,82,0.7,13,5,0,23,5,0,66.0,68.0,35.0,36.0
Augusto Sakai,Serghei Spivac,UFC Fight Night: Santos vs. Hill,fighter2,http://ufcstats.com/fight-details/044d210d7b1eb519,265.0,77,Orthodox,4.6,49,3.83,48,0.23,40,56,0.0,260.0,78,Orthodox,3.49,49,3.77,48,4.56,65,63,0.6,16,5,1,17,5,0,75.0,75.0,33.0,30.0
Bryan Battle,Takashi Sato,UFC Fight Night: Santos vs. Hill,fighter1,http://ufcstats.com/fight-details/4adef20ce69217be,170.0,77,Orthodox,5.12,52,4.11,44,0.77,17,53,0.4,170.0,73,Southpaw,2.21,41,3.73,44,0.76,37,60,0.0,13,2,0,16,7,0,73.0,70.0,30.0,34.0
Terrance McKinney,Erick Gonzalez,UFC Fight Night: Santos vs. Hill,fighter1,http://ufcstats.com/fight-details/b530bb13aac1e48b,155.0,73,Switch,5.91,56,2.59,47,3.23,36,77,1.4,155.0,75,Orthodox,2.4,36,8.08,40,6.0,55,50,0.0,16,7,0,14,8,0,70.0,71.0,30.0,33.0
Brogan Walker,Juliana Miller,UFC Fight Night: Santos vs. Hill,fighter2,http://ufcstats.com/fight-details/2b11aa4b90b1dd41,125.0,67,Switch,2.04,30,3.7,47,0.0,0,11,0.0,125.0,66,Orthodox,3.31,45,4.75,32,1.84,44,0,1.8,8,4,0,4,3,0,64.0,67.0,36.0,28.0
